"player","g","gs","mp","fg","fga","x3p","x3pa","x2p","x2pa","ft","fta","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"Antonis Fotsis",28,1,320,42,104,7,23,35,81,17,20,25,37,62,10,9,11,21,22,108
"Antonius Cleveland",45,0,292,20,56,6,11,14,45,11,17,8,27,35,5,15,13,16,54,57
"Anžejs Pasečņiks",28,0,443,61,117,0,4,61,113,34,58,43,65,108,19,9,12,29,77,156
"Archie Clark",802,NA,26866,5405,11300,NA,NA,5405,11300,2947,3830,NA,NA,2695,4111,NA,NA,NA,2000,13757
"Archie Dees",211,NA,3380,626,1544,NA,NA,626,1544,433,547,NA,NA,984,148,NA,NA,NA,418,1685
"Archie Goodwin",180,15,2610,403,922,50,206,353,716,294,415,93,266,359,230,73,43,220,200,1150
"Ariel Maughan",301,NA,NA,820,2915,NA,NA,820,2915,587,833,NA,NA,NA,317,NA,NA,NA,757,2227
"Arinze Onuaku",24,1,156,16,28,0,0,16,28,5,12,13,30,43,12,1,4,6,15,37
"Armand Cure",12,NA,NA,4,15,NA,NA,4,15,2,3,NA,NA,NA,0,NA,NA,NA,5,10
"Armen Gilliam",1080,668,31491,5809,11836,0,21,5809,11815,3595,4644,2548,5050,7598,1292,814,711,2079,2406,15213
"Armon Johnson",56,0,525,86,187,7,18,79,169,25,34,13,49,62,67,15,1,50,49,204
"Armond Hill",583,NA,14246,1320,3278,NA,NA,1319,3256,1093,1328,283,845,1128,2592,635,77,NA,1740,3734
"Armoni Brooks",128,27,2208,274,770,208,655,66,115,43,54,50,224,274,154,68,27,76,182,799
"Arnett Moultrie",59,2,729,94,172,0,0,94,172,22,33,87,93,180,12,25,14,26,65,210
"Arnie Ferrin",178,NA,NA,381,1147,NA,NA,381,1147,275,401,NA,NA,NA,278,NA,NA,NA,509,1037
"Arnie Johnson",332,NA,NA,808,1934,NA,NA,808,1934,1272,1741,NA,NA,NA,731,NA,NA,NA,1338,2888
"Arnie Risen",637,NA,NA,2610,6850,NA,NA,2610,6850,2413,3451,NA,NA,NA,1058,NA,NA,NA,2449,7633
"Arnoldas Kulboka",2,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Aron Baynes",522,168,8370,1243,2543,111,360,1132,2183,518,652,805,1591,2396,421,118,255,445,1164,3115
"Arron Afflalo",840,609,23331,3358,7517,970,2538,2388,4979,1547,1871,361,2062,2423,1515,382,148,968,1648,9233
"Art Burris",115,NA,NA,112,425,NA,NA,112,425,73,114,NA,NA,304,81,NA,NA,NA,189,297
"Art Collins",29,NA,395,35,99,0,2,35,97,24,36,19,22,41,25,11,1,32,35,94
"Art Harris",319,NA,6759,1208,3054,NA,NA,1208,3054,411,653,NA,NA,736,870,NA,NA,NA,929,2827
"Art Heyman",419,NA,11231,1940,4534,NA,NA,1833,4140,1582,2231,NA,NA,2031,1176,NA,NA,NA,1006,5569
"Art Hillhouse",71,NA,NA,134,483,NA,NA,134,483,150,203,NA,NA,NA,44,NA,NA,NA,169,418
"Art Long",124,27,1431,176,398,4,6,172,392,49,107,151,228,379,54,32,53,105,255,405
"Art Spector",169,NA,NA,322,1149,NA,NA,322,1149,208,362,NA,NA,NA,143,NA,NA,NA,351,852
"Art Spoelstra",345,NA,6553,924,2372,NA,NA,924,2372,613,888,NA,NA,1605,323,NA,NA,NA,1036,2461
"Art Stolkey",23,NA,NA,36,164,NA,NA,36,164,30,44,NA,NA,NA,38,NA,NA,NA,72,102
"Art Williams",548,NA,9418,1183,2884,NA,NA,1183,2884,526,722,NA,NA,1712,2397,NA,NA,NA,1247,2892
"Arthur Becker",508,NA,12293,2502,5177,14,37,2488,5140,1065,1268,1016,2032,3048,464,NA,NA,667,1677,6083
"Artis Gilmore",1400,NA,48027,9502,16339,NA,NA,9499,16319,6199,8918,4885,11656,16541,3071,NA,3208,NA,4677,25206
"Arvesta Kelly",222,NA,4187,631,1407,51,204,580,1203,281,443,NA,NA,537,362,NA,NA,366,478,1594
"Arvid Kramer",8,NA,45,7,22,0,0,7,22,2,2,6,6,12,3,0,5,5,8,16
"Arvydas Macijauskas",19,0,135,14,41,3,12,11,29,13,15,3,7,10,5,7,0,8,10,44
"Arvydas Sabonis",470,314,11375,2082,4160,136,415,1946,3745,1329,1690,734,2702,3436,964,370,494,837,1290,5629
"Ashraf Amaya",85,34,1248,133,292,1,2,132,290,112,177,133,222,355,36,29,13,67,180,379
"Ashton Hagans",2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Askia Jones",11,0,139,15,44,2,12,13,32,13,16,6,5,11,16,6,0,9,19,45
"Aubrey Davis",59,NA,NA,107,381,NA,NA,107,381,73,115,NA,NA,NA,14,NA,NA,NA,136,287
"Aud Brindley",12,NA,NA,14,49,NA,NA,14,49,6,7,NA,NA,NA,1,NA,NA,NA,16,34
"Audie Norris",187,14,2585,283,554,0,3,283,551,253,382,197,379,576,147,85,69,247,513,819
"Aulcie Perry",21,NA,415,81,186,0,1,81,185,19,30,40,65,105,20,12,16,34,58,181
"Austin Carr",729,NA,20317,4446,9948,NA,NA,4444,9928,1787,2235,NA,NA,2051,1936,NA,NA,NA,1447,10681
"Austin Croshere",673,88,11580,1505,3698,434,1277,1071,2421,1071,1248,711,1972,2683,636,246,217,662,1099,4515
"Austin Daye",404,34,5300,731,1827,265,741,466,1086,237,307,174,815,989,279,146,148,261,619,1964
"Austin Reaves",97,31,2457,270,572,98,292,172,280,194,224,68,236,304,190,49,34,89,147,832
"Austin Rivers",884,211,21148,2743,6568,981,2846,1762,3722,932,1437,280,1548,1828,1903,616,149,900,1885,7399
"Avery Bradley",796,659,22091,3485,8119,1053,2902,2432,5217,710,903,470,1741,2211,1397,768,155,1086,1741,8733
"Avery Johnson",1259,679,30161,4117,8603,32,215,4085,8388,1792,2541,428,1549,1977,6628,1155,176,2008,1896,10058
"Awvee Storey",60,1,407,58,140,4,16,54,124,23,45,43,38,81,21,10,2,15,66,143
"Axel Toupane",37,1,460,39,99,16,50,23,49,18,24,8,31,39,19,11,11,6,58,112
"Ayo Dosunmu",125,80,3429,460,896,110,312,350,584,97,135,60,303,363,384,94,46,174,303,1127
"B.J. Armstrong",845,342,18979,2995,6282,452,1076,2543,5206,1244,1454,210,1226,1436,2690,574,47,956,1233,7686
"B.J. Johnson",28,0,246,38,93,13,33,25,60,13,14,13,33,46,3,7,1,10,15,102
"B.J. Tyler",55,8,809,72,189,16,51,56,138,35,50,13,49,62,174,36,2,97,58,195
"Bailey Howell",950,NA,30627,6515,13585,NA,NA,6515,13585,4740,6224,NA,NA,9383,1853,NA,NA,NA,3498,17770
"Bam Adebayo",390,286,11315,2159,3892,8,60,2151,3832,1295,1731,871,2448,3319,1335,394,347,831,974,5621
"Barney Cable",547,NA,10596,1599,3828,NA,NA,1599,3828,572,867,NA,NA,2910,618,NA,NA,NA,1320,3770
"Baron Davis",939,768,31822,5468,13396,1531,4752,3937,8644,2625,3666,829,2685,3514,6778,1689,402,2585,2630,15092
"Barry Clemens",790,NA,12585,2262,4987,NA,NA,2262,4987,788,1043,NA,NA,2532,905,NA,NA,NA,1665,5312
"Barry Kramer",111,NA,1070,136,403,NA,NA,136,402,127,176,NA,NA,213,85,NA,NA,NA,144,399
"Barry Leibowitz",164,NA,4336,640,1746,12,78,628,1668,496,616,NA,NA,340,602,NA,NA,448,416,1788
"Barry Nelson",28,NA,102,15,36,NA,NA,15,36,5,10,NA,NA,20,7,NA,NA,NA,21,35
"Barry Orms",218,NA,5098,620,1636,NA,NA,610,1584,333,612,NA,NA,852,313,NA,NA,NA,585,1583
"Barry Parkhill",173,NA,3116,418,1048,4,35,414,1013,130,169,42,182,224,386,87,30,279,425,970
"Barry Stevens",2,0,6,1,2,0,0,1,2,0,0,2,0,2,0,0,0,0,1,2
"Barry Sumpter",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Barry Yates",24,NA,144,31,83,NA,NA,31,83,7,11,NA,NA,40,7,NA,NA,NA,14,69
"Bart Kofoed",111,0,702,58,150,3,16,55,134,43,70,16,40,56,108,19,4,56,95,162
"Bato Govedarica",23,NA,258,25,79,NA,NA,25,79,25,37,NA,NA,18,24,NA,NA,NA,44,75
"Bayard Forrest",139,NA,2130,229,510,NA,NA,229,510,111,218,194,371,565,296,52,71,191,256,569
"Belus Smawley",321,NA,NA,1481,4207,NA,NA,1481,4207,1085,1343,NA,NA,NA,756,NA,NA,NA,729,4047
"Ben Bentil",3,0,10,0,3,0,1,0,2,0,0,0,2,2,0,0,0,1,1,0
"Ben Clyde",25,NA,157,31,72,NA,NA,31,72,7,9,15,26,41,5,5,3,NA,34,69
"Ben Coleman",297,66,5110,809,1582,0,8,809,1574,469,617,421,857,1278,190,137,140,429,843,2087
"Ben Davis",40,0,154,21,59,0,0,21,59,12,26,30,23,53,5,6,2,7,25,54
"Ben Gillery",24,0,84,6,19,0,0,6,19,13,23,7,16,23,2,2,4,5,29,25
"Ben Goldfaden",2,NA,NA,0,2,NA,NA,0,2,2,4,NA,NA,NA,0,NA,NA,NA,3,2
"Ben Gordon",744,269,20366,3931,9092,1171,2921,2760,6171,2051,2394,333,1518,1851,1868,508,114,1551,1720,11084
"Ben Handlogten",38,5,469,68,130,0,1,68,129,27,44,45,75,120,19,10,9,28,87,163
"Ben Hansbrough",28,0,200,15,45,6,23,9,22,21,27,2,16,18,21,7,2,18,23,57
"Ben Kelso",46,NA,298,35,96,NA,NA,35,96,15,22,15,16,31,18,12,1,NA,45,85
"Ben McDonald",176,75,3692,463,989,10,44,453,945,125,172,215,353,568,236,77,17,149,487,1061
"Ben McLemore",609,272,13439,1903,4635,965,2672,938,1963,650,836,237,1132,1369,602,376,115,650,1263,5421
"Ben Moore",2,0,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0
"Ben Poquette",776,NA,16367,2037,4214,NA,NA,2024,4151,976,1252,1091,2741,3832,907,393,828,707,2066,5063
"Ben Schadler",37,NA,NA,23,116,NA,NA,23,116,10,13,NA,NA,NA,6,NA,NA,NA,40,56
"Ben Scharnus",52,NA,NA,33,166,NA,NA,33,166,37,60,NA,NA,NA,19,NA,NA,NA,83,103
"Ben Simmons",312,307,10335,1908,3407,5,35,1903,3372,834,1410,559,1899,2458,2364,517,220,1013,904,4655
"Ben Uzoh",78,16,1178,131,342,3,10,128,332,55,94,68,127,195,191,47,14,63,91,320
"Ben Wallace",1160,984,34290,2707,5773,7,55,2700,5718,1181,2848,3678,7408,11086,1542,1457,2254,1128,2199,6602
"Ben Warley",493,NA,9077,1383,3316,NA,NA,1285,2971,1118,1500,NA,NA,2653,381,NA,NA,NA,1421,3982
"Bennedict Mathurin",52,6,1486,290,680,76,235,214,445,274,333,58,160,218,74,31,5,96,108,930
"Bennie Swain",58,NA,708,99,244,NA,NA,99,244,67,110,NA,NA,262,29,NA,NA,NA,127,265
"Beno Udrih",982,298,20992,3114,6774,533,1522,2581,5252,1134,1362,360,1624,1984,3392,654,79,1387,1466,7895
"Benoit Benjamin",1019,756,26797,4401,8863,1,24,4400,8839,2465,3430,1808,5726,7534,1275,652,1859,2304,2834,11268
"Bernard James",92,13,761,76,153,0,3,76,150,51,75,85,127,212,13,17,61,34,105,203
"Bernard King",874,NA,29417,7830,15109,NA,NA,7807,14975,3972,5444,1704,3356,5060,2863,866,230,2791,2885,19655
"Bernard Robinson",159,19,2187,231,570,5,33,226,537,170,214,96,267,363,145,126,18,126,247,637
"Bernard Thompson",204,29,2935,410,934,0,17,410,917,258,327,164,188,352,266,127,27,181,391,1078
"Bernard Toone",23,NA,124,23,64,1,7,22,57,8,10,12,22,34,12,4,5,16,20,55
"Bernie Fryer",120,NA,2370,297,665,NA,NA,297,664,162,206,81,146,227,357,120,10,NA,269,756
"Bernie Harris",11,NA,25,2,11,NA,NA,2,11,1,2,2,6,8,1,0,1,NA,0,5
"Bernie Williams",283,NA,5167,1074,2645,NA,NA,1045,2520,445,540,NA,NA,523,556,NA,NA,NA,531,2622
"Bert Cook",37,NA,424,42,133,NA,NA,42,133,34,50,NA,NA,72,33,NA,NA,NA,39,118
"Bevo Nordmann",205,NA,2887,420,901,NA,NA,420,901,165,339,NA,NA,898,125,NA,NA,NA,500,1005
"Bill Allen",38,NA,857,120,280,2,2,118,278,58,99,NA,NA,269,23,NA,NA,38,121,300
"Bill Bolger",20,NA,202,24,59,NA,NA,24,59,8,13,NA,NA,36,11,NA,NA,NA,27,56
"Bill Bradley",800,NA,23320,4009,9021,NA,NA,4006,9003,1414,1679,NA,NA,2401,2587,NA,NA,NA,2403,9435
"Bill Bridges",1118,NA,36916,4928,11057,NA,NA,4928,11057,3068,4429,NA,NA,13143,3001,NA,NA,NA,4005,12924
"Bill Buntin",42,NA,713,118,299,NA,NA,118,299,88,143,NA,NA,252,36,NA,NA,NA,119,324
"Bill Bunting",217,NA,3062,328,753,0,1,328,752,299,371,284,366,650,153,NA,NA,201,431,955
"Bill Calhoun",504,NA,NA,1351,3965,NA,NA,1351,3965,1309,1857,NA,NA,NA,1192,NA,NA,NA,972,4011
"Bill Cartwright",963,NA,27491,4656,8868,0,2,4656,8866,3401,4412,1812,4294,6106,1390,460,668,1892,2833,12713
"Bill Chamberlain",128,NA,1697,281,694,NA,NA,277,678,111,174,155,161,316,189,NA,NA,NA,270,677
"Bill Closs",186,NA,NA,605,1918,NA,NA,605,1918,459,639,NA,NA,NA,346,NA,NA,NA,471,1669
"Bill Crow",1,NA,16,1,8,0,0,1,8,1,4,NA,NA,2,0,NA,NA,1,0,3
"Bill Curley",195,13,2115,211,469,3,12,208,457,108,149,163,214,377,77,81,57,112,451,533
"Bill Davis",47,NA,NA,35,146,NA,NA,35,146,14,41,NA,NA,NA,11,NA,NA,NA,92,84
"Bill Dinwiddie",220,NA,2760,404,1095,NA,NA,404,1095,166,272,NA,NA,720,129,NA,NA,NA,381,974
"Bill Downey",3,NA,NA,0,2,NA,NA,0,2,0,0,NA,NA,NA,0,NA,NA,NA,0,0
"Bill Ebben",8,NA,50,6,28,NA,NA,6,28,3,4,NA,NA,8,4,NA,NA,NA,5,15
"Bill Edwards",3,0,44,2,18,0,5,2,13,2,5,5,9,14,4,3,1,4,6,6
"Bill Gabor",307,NA,NA,1080,3141,NA,NA,1080,3141,837,1136,NA,NA,NA,626,NA,NA,NA,1050,2997
"Bill Gaines",1,NA,5,1,2,0,0,1,2,0,0,1,0,1,0,NA,NA,1,0,2
"Bill Garner",53,NA,514,28,103,0,1,28,102,25,50,NA,NA,119,24,NA,NA,47,101,81
"Bill Garnett",300,62,5260,572,1167,0,9,572,1158,494,686,468,830,1298,393,159,173,332,832,1638
"Bill Hanzlik",748,NA,15534,1836,4232,46,216,1790,4016,1696,2171,691,1367,2058,2058,727,205,1090,2222,5414
"Bill Henry",158,NA,NA,274,856,NA,NA,274,856,361,555,NA,NA,NA,151,NA,NA,NA,354,909
"Bill Herman",13,NA,NA,25,65,NA,NA,25,65,6,11,NA,NA,NA,15,NA,NA,NA,13,56
"Bill Hewitt",426,NA,8740,1001,2329,NA,NA,1001,2329,334,593,NA,NA,2348,533,NA,NA,NA,922,2336
"Bill Higgins",15,NA,348,61,139,1,5,60,134,15,23,5,16,21,32,8,1,40,41,138
"Bill Hosket",143,NA,1395,235,485,NA,NA,235,485,103,144,NA,NA,355,94,NA,NA,NA,219,573
"Bill Jones",37,0,307,50,102,0,1,50,101,29,43,20,27,47,20,17,6,18,38,129
"Bill Keller",556,NA,13609,2440,5740,506,1495,1934,4245,1202,1378,515,834,1349,1980,NA,NA,970,903,6588
"Bill Laimbeer",1148,NA,35785,5839,11734,206,632,5633,11102,2624,3148,3053,7964,11017,2284,749,1029,1715,3929,14508
"Bill Ligon",38,NA,272,55,143,NA,NA,55,143,16,25,14,12,26,25,8,9,NA,31,126
"Bill Martin",84,0,860,168,374,0,9,168,365,61,75,53,83,136,58,30,9,74,129,397
"Bill Mayfield",7,NA,54,8,18,0,0,8,18,1,2,7,2,9,1,0,1,3,8,17
"Bill McGill",452,NA,7844,1948,3840,NA,NA,1948,3840,848,1197,NA,NA,1951,520,NA,NA,NA,1185,4744
"Bill Melchionni",646,NA,16787,2753,6002,NA,NA,2716,5845,1327,1640,NA,NA,1284,3247,NA,NA,NA,1398,6870
"Bill Meyer",7,NA,45,10,22,0,0,10,22,2,2,NA,NA,5,1,NA,NA,2,7,22
"Bill Miller",56,NA,NA,42,144,NA,NA,42,144,22,40,NA,NA,NA,40,NA,NA,NA,64,106
"Bill Mlkvy",31,NA,608,75,246,NA,NA,75,246,31,48,NA,NA,101,62,NA,NA,NA,54,181
"Bill Newton",35,NA,190,31,71,1,2,30,69,10,20,22,43,65,14,NA,NA,17,52,73
"Bill Roberts",167,NA,NA,255,756,NA,NA,255,756,116,165,NA,NA,NA,106,NA,NA,NA,316,626
"Bill Robinzine",607,NA,13448,2577,5359,NA,NA,2574,5345,1387,1842,1259,2483,3742,678,638,93,NA,2238,6544
"Bill Russell",963,NA,40726,5687,12930,NA,NA,5687,12930,3148,5614,NA,NA,21620,4100,NA,NA,NA,2592,14522
"Bill Sharman",711,NA,NA,4761,11188,NA,NA,4761,11188,3143,3559,NA,NA,2793,2101,NA,NA,NA,1925,12665
"Bill Smith",9,NA,83,8,33,NA,NA,8,33,7,8,NA,NA,16,7,NA,NA,NA,6,23
"Bill Stricker",1,NA,2,2,3,NA,NA,2,3,0,0,NA,NA,0,0,NA,NA,NA,1,4
"Bill Thieben",85,NA,876,132,399,NA,NA,132,399,73,114,NA,NA,272,24,NA,NA,NA,122,337
"Bill Tosheff",203,NA,6339,634,2012,NA,NA,634,2012,591,745,NA,NA,608,661,NA,NA,NA,654,1859
"Bill Turner",387,NA,5355,819,2007,NA,NA,819,2007,518,711,NA,NA,1370,221,NA,NA,NA,814,2156
"Bill Walton",468,NA,13250,2552,4900,NA,NA,2552,4896,1111,1683,1103,3820,4923,1590,380,1034,NA,1298,6215
"Bill Wennington",720,88,9740,1379,3006,5,36,1374,2970,538,684,688,1460,2148,440,226,248,440,1680,3301
"Bill Willoughby",550,NA,9793,1371,2930,NA,NA,1355,2879,515,684,748,1344,2092,477,234,309,NA,1103,3273
"Bill Zopf",53,NA,398,49,135,NA,NA,49,135,20,36,NA,NA,46,73,NA,NA,NA,34,118
"Billy Cunningham",770,NA,26844,6140,13587,NA,NA,6125,13530,4015,5502,NA,NA,7981,3305,NA,NA,NA,2845,16310
"Billy DeAngelis",8,NA,47,3,6,0,0,3,6,4,6,2,4,6,8,NA,NA,5,16,10
"Billy Donovan",44,0,364,44,109,0,7,44,102,17,21,5,20,25,87,16,1,42,33,105
"Billy Evans",53,NA,602,32,87,0,2,32,85,38,70,17,22,39,100,NA,NA,47,89,102
"Billy Garrett",4,0,63,11,27,0,8,11,19,4,4,0,3,3,7,1,1,2,3,26
"Billy Harris",76,NA,1221,264,664,16,73,248,591,65,96,58,64,122,111,55,6,79,166,609
"Billy Hassett",151,NA,NA,213,764,NA,NA,213,764,251,385,NA,NA,NA,321,NA,NA,NA,344,677
"Billy James",1,NA,10,1,3,0,0,1,3,0,0,0,0,0,1,0,0,1,3,2
"Billy Kenville",345,NA,6778,848,2337,NA,NA,848,2337,738,974,NA,NA,1206,715,NA,NA,NA,670,2434
"Billy Knight",968,NA,26641,6015,11869,NA,NA,5960,11689,3334,4021,1880,2962,4842,2094,913,153,NA,1826,15419
"Billy McKinney",560,NA,11355,1881,3799,NA,NA,1876,3739,874,1056,170,691,861,2021,452,51,795,1091,4641
"Billy Owens",724,537,20906,3346,7000,98,334,3248,6666,1418,2257,1691,3037,4728,2005,651,380,1559,2119,8208
"Billy Paultz",1272,NA,33405,5862,11833,NA,NA,5862,11815,2367,3472,2635,7110,9745,2455,NA,NA,NA,3295,14091
"Billy Ray Bates",206,NA,3632,948,2030,38,124,910,1906,386,493,159,173,332,366,165,19,286,284,2320
"Billy Reid",59,NA,597,84,185,0,5,84,180,22,39,27,33,60,71,33,5,78,111,190
"Billy Schaeffer",188,NA,2425,460,991,8,36,452,955,152,205,142,258,400,131,71,29,141,320,1080
"Billy Shepherd",169,NA,3121,368,951,129,361,239,590,103,148,38,153,191,657,NA,NA,219,182,968
"Billy Thomas",64,0,571,55,168,35,118,20,50,13,15,12,42,54,26,26,2,23,56,158
"Billy Thompson",300,149,6697,1074,2128,2,13,1072,2115,416,617,670,945,1615,514,158,272,529,817,2566
"Bimbo Coles",968,420,23625,2923,6936,347,1229,2576,5707,1481,1829,529,1610,2139,3807,846,155,1466,2137,7674
"Bingo Smith",943,NA,24530,5161,11533,NA,NA,5115,11371,1407,1752,NA,NA,3889,1834,NA,NA,NA,2268,11775
"Bird Averitt",421,NA,9248,1941,4787,NA,NA,1885,4562,992,1341,204,559,763,1274,364,64,NA,959,4930
"Bismack Biyombo",780,319,15319,1534,2887,0,3,1534,2884,910,1633,1504,3154,4658,481,201,1009,712,1701,3978
"Bison Dele",413,204,10004,1847,3499,2,14,1845,3485,840,1215,853,1711,2564,440,320,355,822,1297,4536
"Blackie Towery",188,NA,NA,628,2220,NA,NA,628,2220,543,728,NA,NA,NA,484,NA,NA,NA,730,1799
"Blaine Denning",1,NA,9,2,5,NA,NA,2,5,1,1,NA,NA,4,0,NA,NA,NA,3,5
"Blair Rasmussen",532,282,11409,2248,4767,9,35,2239,4732,614,801,913,2093,3006,467,210,484,460,1623,5119
"Blake Ahearn",19,0,226,21,77,14,47,7,30,32,33,1,21,22,22,7,0,22,27,88
"Blake Griffin",848,773,27238,5996,12326,705,2127,5291,10199,3477,4944,1564,5109,6673,3490,692,386,1943,2268,16174
"Blake Wesley",7,0,72,11,23,3,7,8,16,4,8,2,6,8,7,1,1,7,12,29
"Blue Edwards",771,459,19521,3202,6755,326,983,2876,5772,1314,1680,748,1758,2506,1486,771,313,1268,2066,8044
"Bo Ellis",168,NA,1984,236,548,NA,NA,236,545,141,193,182,300,482,113,69,84,145,320,613
"Bo Erias",18,NA,401,59,170,NA,NA,59,170,30,47,NA,NA,83,26,NA,NA,NA,52,148
"Bo Kimble",105,22,1336,217,562,25,86,192,476,115,158,58,104,162,98,41,14,98,205,574
"Bo Lamar",314,NA,9166,2135,5194,NA,NA,1993,4666,723,945,315,540,855,1234,401,32,NA,494,5135
"Bo Outlaw",997,388,22668,2171,3833,4,40,2167,3793,1000,1939,1832,2969,4801,1568,925,1285,1152,2369,5346
"Bob Allen",27,NA,232,14,43,NA,NA,14,43,20,36,NA,NA,56,10,NA,NA,NA,27,48
"Bob Anderegg",33,NA,373,55,143,NA,NA,55,143,23,42,NA,NA,69,29,NA,NA,NA,32,133
"Bob Armstrong",19,NA,110,11,37,NA,NA,11,37,6,12,NA,NA,39,3,NA,NA,NA,13,28
"Bob Arnzen",111,NA,952,191,411,NA,NA,190,406,60,75,NA,NA,217,35,NA,NA,NA,88,443
"Bob Bedell",269,NA,4477,878,2075,11,58,867,2017,490,633,NA,NA,1386,320,NA,NA,370,595,2257
"Bob Bigelow",99,NA,786,95,233,NA,NA,95,233,52,71,38,82,120,42,19,4,NA,78,242
"Bob Boozer",955,NA,27928,5429,11834,NA,NA,5429,11834,3314,4374,NA,NA,7715,1333,NA,NA,NA,2720,14172
"Bob Brannum",338,NA,NA,887,2581,NA,NA,887,2581,681,1044,NA,NA,NA,699,NA,NA,NA,1313,2455
"Bob Brown",82,NA,NA,313,875,NA,NA,313,875,206,299,NA,NA,NA,115,NA,NA,NA,336,832
"Bob Burrow",81,NA,1199,159,436,NA,NA,159,436,141,244,NA,NA,357,47,NA,NA,NA,180,459
"Bob Carney",19,NA,244,24,64,NA,NA,24,64,21,40,NA,NA,45,16,NA,NA,NA,36,69
"Bob Carpenter",178,NA,NA,430,1287,NA,NA,430,1287,400,512,NA,NA,NA,250,NA,NA,NA,398,1260
"Bob Carrington",154,NA,3440,521,1215,NA,NA,521,1213,266,350,146,215,361,237,134,47,241,428,1308
"Bob Christian",250,NA,3034,348,718,NA,NA,348,718,250,355,NA,NA,1008,203,NA,NA,NA,503,946
"Bob Cluggish",54,NA,NA,93,356,NA,NA,93,356,52,91,NA,NA,NA,22,NA,NA,NA,113,238
"Bob Cousy",924,NA,NA,6168,16468,NA,NA,6168,16468,4624,5756,NA,NA,4786,6955,NA,NA,NA,2242,16960
"Bob Dandridge",839,NA,29502,6445,13317,NA,NA,6443,13305,2638,3382,NA,NA,5715,2846,NA,NA,NA,2940,15530
"Bob Davies",462,NA,NA,2292,6067,NA,NA,2292,6067,2010,2647,NA,NA,NA,2250,NA,NA,NA,1566,6594
"Bob Davis",9,NA,41,6,28,NA,NA,6,28,4,6,NA,NA,5,2,NA,NA,NA,5,16
"Bob Dille",57,NA,NA,111,563,NA,NA,111,563,74,111,NA,NA,NA,40,NA,NA,NA,92,296
"Bob Doll",196,NA,NA,633,2211,NA,NA,633,2211,387,585,NA,NA,NA,273,NA,NA,NA,509,1653
"Bob Donham",273,NA,NA,662,1379,NA,NA,662,1379,494,975,NA,NA,1071,706,NA,NA,NA,850,1818
"Bob Duffy",176,NA,NA,272,707,NA,NA,272,707,126,190,NA,NA,NA,246,NA,NA,NA,176,670
"Bob Elliott",141,NA,2324,356,720,NA,NA,354,714,266,410,187,315,502,204,69,34,233,306,980
"Bob Evans",47,NA,NA,56,200,NA,NA,56,200,30,44,NA,NA,NA,55,NA,NA,NA,99,142
"Bob Faught",51,NA,NA,141,478,NA,NA,141,478,61,106,NA,NA,NA,33,NA,NA,NA,97,343
"Bob Feerick",221,NA,NA,1077,2977,NA,NA,1077,2977,782,972,NA,NA,NA,440,NA,NA,NA,592,2936
"Bob Ferry",634,NA,12828,2225,5142,NA,NA,2225,5142,1330,2003,NA,NA,3343,906,NA,NA,NA,1438,5780
"Bob Fitzgerald",138,NA,NA,146,753,NA,NA,146,753,169,270,NA,NA,NA,82,NA,NA,NA,332,461
"Bob Ford",9,NA,74,5,17,0,0,5,17,4,5,2,10,12,4,NA,NA,4,8,14
"Bob Gantt",23,NA,NA,29,89,NA,NA,29,89,13,28,NA,NA,NA,5,NA,NA,NA,45,71
"Bob Greacen",47,NA,355,46,123,NA,NA,46,123,21,35,NA,NA,67,41,NA,NA,NA,57,113
"Bob Gross",513,NA,12575,1857,3629,NA,NA,1852,3601,848,1062,940,1313,2253,1481,615,361,NA,1484,4567
"Bob Hansen",643,327,11913,1721,3690,172,538,1549,3152,511,782,425,934,1359,1016,386,53,590,1333,4125
"Bob Harris",381,NA,NA,902,2386,NA,NA,902,2386,687,1084,NA,NA,NA,566,NA,NA,NA,1160,2491
"Bob Harrison",745,NA,NA,2169,6145,NA,NA,2169,6145,1041,1520,NA,NA,NA,1972,NA,NA,NA,2473,5379
"Bob Hogsett",20,NA,141,12,36,NA,NA,12,36,13,23,NA,NA,26,2,NA,NA,NA,16,37
"Bob Hopkins",273,NA,5122,854,2168,NA,NA,854,2168,529,695,NA,NA,1526,189,NA,NA,NA,642,2237
"Bob Houbregs",415,NA,10021,1263,3193,NA,NA,1263,3193,1118,1556,NA,NA,2224,709,NA,NA,NA,1079,3644
"Bob Hubbard",62,NA,NA,83,334,NA,NA,83,334,58,86,NA,NA,NA,29,NA,NA,NA,73,224
"Bob Kauffman",525,NA,13568,2306,4835,NA,NA,2306,4835,1437,1919,NA,NA,3682,1429,NA,NA,NA,1374,6049
"Bob Kinney",176,NA,NA,555,1611,NA,NA,555,1611,473,788,NA,NA,NA,254,NA,NA,NA,699,1583
"Bob Knight",2,NA,29,3,7,NA,NA,3,7,1,1,NA,NA,1,8,NA,NA,NA,6,7
"Bob Lackey",71,NA,1200,156,362,2,5,154,357,99,167,63,101,164,137,NA,NA,121,172,413
